FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,SECTOR,SECTOR_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0253949528572625,0.0277228156956544,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0262671769469497,0.0277228156956544,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0262671769469497,0.0277228156956544,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008722240896871,0.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0262671769469497,0.0277228156956544,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,334826950.0,381891587.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,346327035.6,381891587.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,346327035.6,381891587.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,11500085.6,0.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,346327035.6,381891587.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,
A,Annual,AGO,Angola,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.148660482378806,0.043469397121164,0.0205076721165113,0.0133846554738978,0.0241026277885401,0.0107787587995223,,,,
A,Annual,AGO,Angola,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,21293917884.66,6064107328.9,3393930613.78,2712036180.08,6454199847.78,3523528533.68,,,,
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0282710435375868,0.0180355655777797,0.0155253206001369,0.0580160047200589,0.115803002246709,0.0516082017406929,0.0182614274927626,0.0399448996343385,0.0284165153065709,0.0146458327995477,0.0609964988645369,0.0367953785666716,0.0442888525767009
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0282710435375868,0.0180355655777797,0.0155253206001369,0.0580160047200589,0.115803002246709,0.0516082017406929,0.0182614274927626,0.0399448996343385,0.0284165153065709,0.0146458327995477,0.0609964988645369,0.0367953785666716,0.0442888525767009
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0282710435375868,0.0180355655777797,0.0155253206001369,0.0580160047200589,0.115803002246709,0.0516082017406929,0.0182614274927626,0.0399448996343385,0.0284165153065709,0.0146458327995477,0.0609964988645369,0.0367953785666716,0.0442888525767009
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0829063536757678,0.0735918301909867,0.0673307081370441,0.109872064281762,0.166088627736898,0.112032148122874,0.0757297535217399,0.112214014384453,0.100812490812123,0.0780263298057138,0.12489628453689,0.114541697194447,0.11938557446546
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0655062452640429,0.0597429047631368,0.055508946840375,0.0522516720954334,0.0503483735843882,0.0604585818476083,0.0575276561603236,0.0853128086318424,0.089077778575827,0.0661332677184484,0.066669464180237,0.0833450562162685,0.0829325217905615
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_SSF,Sector: Social security funds,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,367700000.0,240380000.0,209600000.0,809500000.0,1660970000.0,759920000.0,283170000.0,653790000.0,480780000.0,241280000.0,1132200000.0,786810000.0,1024220000.0
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,367700000.0,240380000.0,209600000.0,809500000.0,1660970000.0,759920000.0,283170000.0,653790000.0,480780000.0,241280000.0,1132200000.0,786810000.0,1024220000.0
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,367700000.0,240380000.0,209600000.0,809500000.0,1660970000.0,759920000.0,283170000.0,653790000.0,480780000.0,241280000.0,1132200000.0,786810000.0,1024220000.0
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,1078300000.0,980840000.0,909000000.0,1533050000.0,2382220000.0,1649650000.0,1174300000.0,1836640000.0,1705650000.0,1285430000.0,2318290000.0,2449290000.0,2760900000.0
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,851990000.0,796260000.0,749400000.0,729070000.0,722150000.0,890240000.0,892050000.0,1396340000.0,1507110000.0,1089500000.0,1237500000.0,1782200000.0,1917890000.0
A,Annual,ALB,Albania,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_SSF,Sector: Social security funds,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,ARG,Argentina,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0074844724231089,0.0059029262447942,0.0066183701232344,0.0119037599910802,0.0087389287678762,
A,Annual,ARG,Argentina,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0074844724231089,0.0059029262447942,0.0066183701232344,0.0119037599910802,0.0087389287678762,
A,Annual,ARG,Argentina,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0074844724231089,0.0059029262447942,0.0066183701232344,0.0119037599910802,0.0087389287678762,
A,Annual,ARG,Argentina,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_SSF,Sector: Social security funds,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1103571288.81,1286971109.09,1818823412.74,5516943686.52,7204061224.19,
A,Annual,ARG,Argentina,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1103571288.81,1286971109.09,1818823412.74,5516943686.52,7204061224.19,
A,Annual,ARG,Argentina,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1103571288.81,1286971109.09,1818823412.74,5516943686.52,7204061224.19,
A,Annual,ARG,Argentina,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_SSF,Sector: Social security funds,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0340972478894395,0.0366789246042917,0.0351141948625447,0.0352721530734306,0.0318460112082442,0.0316372330678737,0.0430257087462824,0.0297554403396779,0.0447800323402726,0.0985126049212267,0.0977194475930045
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0340972478894395,,,,0.0318460112082442,0.0316372330678737,0.0430257087462824,0.0297554403396779,0.0449143824336065,0.0986742827640661,0.0979201785643448
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0340972478894395,,,,0.0318460112082442,0.0316372330678737,0.0430257087462824,0.0297554403396779,0.0449143824336065,0.0986742827640661,0.0979201785643448
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0009156063283361,0.0008042000461709,0.0011361457922867
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0573587436772306,,,,0.0533810345858445,0.0500068039073463,0.0623964405556212,0.0557979523278157,0.0743294915722293,0.128216207437522,0.152146395463958
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0232614957877911,,,,0.0215350233776003,0.0183695708394726,0.0193707318093388,0.0260425119881378,0.0294151091386228,0.0295419246734563,0.0542262168996131
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,1553347250.0,1771088200.0,1771031190.0,1787343520.0,1772069160.0,1903623450.0,2815310580.0,1839452340.0,3130920360.0,8374999260.0,9237590390.0
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,1553347250.0,,,,1772069160.0,1903623450.0,2815310580.0,1839452340.0,3140313820.0,8388744220.0,9256565840.0
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,1553347250.0,,,,1772069160.0,1903623450.0,2815310580.0,1839452340.0,3140313820.0,8388744220.0,9256565840.0
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,64017160.0,68368660.0,107401850.0
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,2613056838.0,,,,2970384093.0,3008926993.5,4082799897.3,3449375065.7,5196952890.6,10900235997.9,14382665019.4
A,Annual,ARM,Armenia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,XDC,Domestic currency,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,1059709588.0,,,,1198314933.0,1105303543.5,1267489317.3,1609922725.7,2056639070.6,2511491777.9,5126099179.4
A,Annual,AUS,Australia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.0257588940117422,0.0156019806842364,0.0185532109704896,0.0231519022027861,0.0207582791801725,0.0327210329837636,0.0269356344313358,0.038533929691769,0.0268828044141565,0.0263866553888147,0.0245265857970629,0.0374211235972854,0.0275413949716553,0.0367498506456323,0.0246577817273631,0.0206648670766278,0.0212557190648816,0.0222272789428474,0.0286652054607467,0.0291251692202776,0.0290868642442529,0.0245005561626249,
A,Annual,AUS,Australia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.0257588940117422,0.0156019806842364,0.0185532109704896,0.0231519022027861,0.0207582791801725,0.0327210329837636,0.0269356344313358,0.038533929691769,0.0268828044141565,0.0263866553888147,0.0245265857970629,0.0374211235972854,0.0275413949716553,0.0367498506456323,0.0246577817273631,0.0206648670766278,0.0212557190648816,0.0222272789428474,0.0286652054607467,0.0291251692202776,0.0290868642442529,0.0245005561626249,
A,Annual,AUS,Australia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.0257588940117422,0.0156019806842364,0.0185532109704896,0.0231519022027861,0.0207582791801725,0.0327210329837636,0.0269356344313358,0.038533929691769,0.0268828044141565,0.0263866553888147,0.0245265857970629,0.0374211235972854,0.0275413949716553,0.0367498506456323,0.0246577817273631,0.0206648670766278,0.0212557190648816,0.0222272789428474,0.0286652054607467,0.0291251692202776,0.0290868642442529,0.0245005561626249,
A,Annual,AUS,Australia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.409539011707965,0.361403257488951,0.264082067839695,0.37859511573155,0.375932435952924,0.367149237744289,0.355991942271195,0.342191010098966,0.373196578925937,0.410312491296069,0.403598595171669,0.3817350597649,0.365816028581848,0.38119448789424,0.389763846809259,0.414474826836068,0.401416751948533,0.432983170095704,0.420339343822824,0.454383084264087,0.425846304461386,0.405729210053068,
A,Annual,AUS,Australia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.222924045516514,0.212417130463251,0.156256588498214,0.234650680296836,0.25387375437351,0.237997395790728,0.225994388556683,0.21946530124871,0.253884367570166,0.255510779681689,0.266181585303125,0.247758197503014,0.243473581936925,0.25142351445081,0.259700151608737,0.277651034568025,0.263615314773335,0.27385485956425,0.288710326803423,0.316114641537159,0.287033011992738,0.265626863063125,
A,Annual,AUS,Australia,IMF_COFOG_GERS_GF0801,Government expenditure on recreational & sporting services,PT_GDP,Percentage of GDP,IMF_SEC_SG,Sector: State governments,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.184970781467298,0.144254378785399,0.0946936611870441,0.131753337173343,0.107216511965591,0.10778693218181,0.110656885057258,0.0939871688490417,0.103656931138115,0.133985572363204,0.118953941115755,0.107577480535406,0.100857608437867,0.107460777435964,0.110593813094015,0.123753705399064,0.121540534600759,0.143183801646086,0.112100532038262,0.118124379694784,0.125616897230675,0.128097074470257,
